client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome
13927,35,admin.,single,university.degree,no,no,jul,18,60,2,0,nonexistent,93.918,4.963,no
37514,25,admin.,single,university.degree,no,no,aug,3,112,1,0,nonexistent,92.201,0.873,no
17782,46,housemaid,divorced,professional.course,unknown,no,jul,27,167,2,0,nonexistent,93.918,4.961,no
33962,29,blue-collar,married,basic.9y,no,no,may,6,54,1,1,success,92.893,1.281,no
38507,44,technician,married,unknown,no,no,oct,26,139,2,0,nonexistent,92.431,0.728,no
2286,48,admin.,married,high.school,no,yes,may,30,116,1,0,nonexistent,93.994,4.856,no
40995,54,services,divorced,high.school,no,no,oct,24,268,1,1,failure,94.601,1.016,no
32612,27,admin.,single,high.school,no,yes,may,19,156,1,0,nonexistent,92.893,1.299,no
40856,50,management,married,university.degree,no,yes,oct,23,197,2,0,nonexistent,94.601,0.942,no
14208,36,admin.,married,university.degree,no,no,jul,2,58,11,0,nonexistent,93.918,4.962,no
9021,39,admin.,married,university.degree,no,yes,jun,13,65,3,0,nonexistent,94.465,4.866,no
26001,31,services,single,high.school,no,yes,nov,12,88,1,1,failure,93.2,4.12,no
41041,35,admin.,single,university.degree,no,yes,oct,27,129,1,0,nonexistent,94.601,1.032,no
39570,52,admin.,married,university.degree,no,no,may,27,131,1,2,success,93.876,0.668,no
28422,50,blue-collar,married,high.school,unknown,no,apr,17,339,1,0,nonexistent,93.075,1.435,no
32213,33,admin.,single,university.degree,no,unknown,may,19,498,1,1,failure,92.893,1.313,no
5216,42,admin.,divorced,university.degree,no,yes,may,16,397,1,0,nonexistent,93.994,4.857,no
12892,26,blue-collar,married,basic.9y,unknown,no,jul,5,250,2,0,nonexistent,93.918,4.962,no
22176,29,admin.,single,university.degree,no,yes,aug,2,173,1,0,nonexistent,93.444,4.963,no
19326,33,technician,single,professional.course,no,yes,aug,30,84,1,0,nonexistent,93.444,4.967,no
34838,35,blue-collar,single,basic.9y,no,yes,may,20,676,3,0,nonexistent,92.893,1.25,yes
23030,40,technician,divorced,professional.course,no,yes,aug,20,109,8,0,nonexistent,93.444,4.965,no
27296,36,blue-collar,married,basic.9y,no,yes,nov,26,63,2,0,nonexistent,93.2,4.021,no
35561,37,management,divorced,university.degree,no,yes,may,7,176,1,0,nonexistent,92.893,1.244,no
38670,51,technician,married,professional.course,no,no,nov,22,272,1,0,nonexistent,92.649,0.719,no
23605,32,unemployed,married,university.degree,no,no,aug,31,72,2,0,nonexistent,93.444,4.962,no
15785,40,self-employed,married,high.school,no,yes,jul,26,79,1,0,nonexistent,93.918,4.96,no
37140,17,student,single,unknown,no,yes,aug,16,432,3,2,success,92.201,0.884,no
13617,51,blue-collar,married,basic.4y,unknown,yes,jul,12,38,1,0,nonexistent,93.918,4.963,no
31830,44,self-employed,divorced,professional.course,no,yes,may,20,652,2,2,failure,92.893,1.327,no
32545,33,blue-collar,married,professional.course,no,yes,may,20,15,1,0,nonexistent,92.893,1.313,no
38496,,,married,,no,no,oct,13,83,1,1,success,92.431,0.728,yes
24585,42,admin.,divorced,high.school,no,yes,nov,17,70,1,0,nonexistent,93.2,4.191,no
23775,31,technician,married,professional.course,no,yes,aug,5,58,1,0,nonexistent,93.444,4.962,no
19661,48,blue-collar,married,basic.4y,unknown,no,aug,6,180,3,0,nonexistent,93.444,4.968,no
11815,42,technician,divorced,basic.9y,no,no,jun,12,45,22,0,nonexistent,94.465,4.959,no
6326,39,management,divorced,university.degree,no,yes,may,12,197,2,0,nonexistent,93.994,4.857,no
19841,,,married,,unknown,no,aug,27,201,1,0,nonexistent,93.444,4.966,no
40591,51,technician,married,university.degree,no,yes,sep,17,97,6,4,failure,94.199,0.884,no
15298,28,blue-collar,married,basic.9y,no,no,jul,27,125,1,0,nonexistent,93.918,4.958,no
37607,23,student,single,high.school,no,no,aug,2,123,1,0,nonexistent,92.201,0.861,no
19794,31,technician,married,professional.course,unknown,no,aug,17,93,1,0,nonexistent,93.444,4.966,no
14723,24,services,single,high.school,no,no,jul,26,61,14,0,nonexistent,93.918,4.957,no
21433,,,married,,no,no,aug,3,210,1,0,nonexistent,93.444,4.963,no
4202,34,services,married,high.school,no,no,may,28,298,2,0,nonexistent,93.994,4.858,no
25841,,,single,,no,no,nov,28,267,2,0,nonexistent,93.2,4.12,no
14348,34,services,married,high.school,no,unknown,jul,12,455,13,0,nonexistent,93.918,4.962,no
9842,56,technician,married,basic.4y,unknown,no,jun,22,458,1,0,nonexistent,94.465,4.959,no
1412,,,divorced,,no,yes,may,5,453,2,0,nonexistent,93.994,4.855,no
24711,41,management,married,basic.6y,unknown,yes,nov,9,264,4,0,nonexistent,93.2,4.191,no
38254,71,retired,single,university.degree,no,yes,oct,5,167,1,0,nonexistent,92.431,0.742,no
10499,43,admin.,married,university.degree,unknown,unknown,jun,27,104,2,0,nonexistent,94.465,4.961,no
2185,29,management,single,university.degree,no,yes,may,5,253,2,0,nonexistent,93.994,4.857,no
14652,,,married,,no,yes,jul,25,107,4,0,nonexistent,93.918,4.961,no
32322,37,blue-collar,married,basic.6y,no,no,may,5,78,1,1,failure,92.893,1.313,no
21480,34,technician,married,high.school,unknown,no,aug,18,332,1,0,nonexistent,93.444,4.963,no
14644,33,services,married,high.school,no,no,jul,17,85,8,0,nonexistent,93.918,4.961,no
38442,35,unemployed,married,university.degree,no,no,oct,28,344,1,1,success,92.431,0.733,yes
29185,42,services,married,high.school,no,yes,apr,11,73,1,1,failure,93.075,1.405,no
1876,33,admin.,divorced,university.degree,no,no,may,31,279,1,0,nonexistent,93.994,4.855,no
33817,39,technician,divorced,professional.course,no,no,may,8,83,2,0,nonexistent,92.893,1.281,no
16109,23,blue-collar,single,basic.9y,no,no,jul,11,246,1,0,nonexistent,93.918,4.961,no
34573,28,blue-collar,married,basic.9y,unknown,yes,may,25,334,1,0,nonexistent,92.893,1.266,no
14894,49,services,married,high.school,unknown,yes,jul,5,346,2,0,nonexistent,93.918,4.957,no
2891,31,blue-collar,married,basic.6y,unknown,yes,may,6,251,2,0,nonexistent,93.994,4.859,no
37187,53,technician,married,professional.course,no,yes,aug,13,190,1,0,nonexistent,92.201,0.883,no
36827,29,admin.,married,high.school,no,no,jun,28,155,1,1,failure,92.963,1.26,yes
24184,37,admin.,single,high.school,unknown,yes,nov,21,433,1,0,nonexistent,93.2,4.191,no
33952,37,admin.,single,basic.9y,no,yes,may,10,147,1,0,nonexistent,92.893,1.281,no
3635,48,technician,single,high.school,no,yes,may,18,76,3,0,nonexistent,93.994,4.859,no
22095,54,blue-collar,married,unknown,no,yes,aug,5,99,3,0,nonexistent,93.444,4.964,no
4157,55,entrepreneur,divorced,university.degree,no,yes,may,13,86,7,0,nonexistent,93.994,4.858,no
22290,56,self-employed,married,basic.9y,no,yes,aug,18,793,5,0,nonexistent,93.444,4.963,yes
23788,41,admin.,married,university.degree,no,yes,aug,20,47,13,0,nonexistent,93.444,4.963,no
20261,55,retired,married,professional.course,no,no,aug,23,190,1,0,nonexistent,93.444,4.965,no
21629,31,admin.,married,university.degree,no,no,aug,13,111,1,0,nonexistent,93.444,4.963,no
26054,33,services,married,high.school,no,yes,nov,24,314,3,0,nonexistent,93.2,4.12,no
35983,28,technician,single,high.school,no,yes,may,11,100,3,0,nonexistent,92.893,1.264,no
9040,37,technician,married,professional.course,no,no,jun,1,221,3,0,nonexistent,94.465,4.866,no
14710,25,admin.,single,high.school,no,yes,jul,5,84,5,0,nonexistent,93.918,4.961,no
30241,81,retired,married,professional.course,no,no,apr,21,135,1,0,nonexistent,93.075,1.365,no
32208,35,blue-collar,married,basic.6y,unknown,no,may,6,813,1,0,nonexistent,92.893,1.313,yes
28007,30,admin.,married,university.degree,no,yes,apr,28,80,3,0,nonexistent,93.075,1.483,no
32274,40,blue-collar,married,basic.4y,no,no,may,1,77,1,0,nonexistent,92.893,1.313,no
28170,38,blue-collar,married,basic.9y,no,no,apr,25,357,2,1,failure,93.075,1.466,no
3737,31,admin.,married,basic.9y,unknown,yes,may,29,199,4,0,nonexistent,93.994,4.859,no
39286,31,unemployed,single,university.degree,no,yes,mar,23,180,1,1,success,93.369,0.646,yes
21481,30,admin.,married,university.degree,no,no,aug,23,111,2,0,nonexistent,93.444,4.963,no
18094,56,management,married,university.degree,no,no,jul,21,154,1,0,nonexistent,93.918,4.963,no
26858,30,services,married,high.school,no,yes,nov,4,75,2,0,nonexistent,93.2,4.076,no
33511,31,services,single,high.school,no,yes,may,28,750,2,0,nonexistent,92.893,1.291,yes
8122,41,blue-collar,divorced,professional.course,no,no,jun,25,39,10,0,nonexistent,94.465,4.865,no
39199,59,management,married,basic.4y,no,yes,mar,20,284,2,0,nonexistent,93.369,0.652,no
3113,32,services,married,basic.9y,no,no,may,8,746,1,0,nonexistent,93.994,4.86,yes
22034,45,unemployed,married,basic.9y,no,yes,aug,16,68,4,0,nonexistent,93.444,4.964,no
25769,36,admin.,single,university.degree,no,yes,nov,19,152,1,0,nonexistent,93.2,4.12,no
19376,50,admin.,married,university.degree,no,no,aug,1,536,1,0,nonexistent,93.444,4.967,no
25352,52,blue-collar,single,basic.9y,unknown,yes,nov,16,77,3,0,nonexistent,93.2,4.153,no
564,35,admin.,divorced,university.degree,no,unknown,may,12,179,1,0,nonexistent,93.994,4.857,no
5343,49,blue-collar,married,basic.4y,unknown,yes,may,6,133,2,0,nonexistent,93.994,4.857,no
9129,58,technician,married,unknown,no,yes,jun,23,78,1,0,nonexistent,94.465,4.967,no
17281,52,blue-collar,married,basic.4y,unknown,yes,jul,7,85,3,0,nonexistent,93.918,4.962,no
34597,24,blue-collar,single,basic.4y,no,yes,may,31,109,1,1,failure,92.893,1.266,no
27861,,,single,,no,yes,mar,20,140,10,0,nonexistent,92.843,1.602,no
39637,58,admin.,married,high.school,no,yes,may,9,309,1,1,success,93.876,0.682,yes
8966,,,married,,no,no,jun,29,163,1,0,nonexistent,94.465,4.866,no
5395,60,retired,married,basic.4y,unknown,yes,may,16,557,2,0,nonexistent,93.994,4.857,no
30904,29,admin.,single,university.degree,no,no,may,17,206,1,1,failure,92.893,1.344,no
39053,47,housemaid,married,basic.9y,no,yes,dec,17,155,1,1,failure,92.713,0.712,no
13983,,,single,,no,yes,jul,26,963,2,0,nonexistent,93.918,4.963,yes
25656,31,admin.,single,high.school,no,yes,nov,28,242,1,0,nonexistent,93.2,4.12,no
2525,45,blue-collar,married,basic.4y,no,unknown,may,3,93,1,0,nonexistent,93.994,4.856,no
20554,34,technician,single,university.degree,no,no,aug,19,136,2,0,nonexistent,93.444,4.966,no
13962,42,services,married,high.school,no,yes,jul,4,123,2,0,nonexistent,93.918,4.963,no
39634,54,technician,married,university.degree,no,yes,may,28,172,5,1,failure,93.876,0.682,no
19851,44,services,married,high.school,unknown,yes,aug,9,34,1,0,nonexistent,93.444,4.966,no
17989,34,admin.,single,university.degree,no,yes,jul,30,11,6,0,nonexistent,93.918,4.963,no
14555,24,admin.,single,high.school,no,yes,jul,16,162,1,0,nonexistent,93.918,4.961,no
22753,33,self-employed,married,university.degree,no,no,aug,18,425,3,0,nonexistent,93.444,4.965,no
12830,48,management,married,high.school,no,no,jul,12,154,1,0,nonexistent,93.918,4.962,no
34985,33,blue-collar,single,basic.4y,no,yes,may,6,23,3,1,failure,92.893,1.25,no
26075,49,admin.,single,basic.9y,no,yes,nov,2,259,2,0,nonexistent,93.2,4.12,no
35413,33,admin.,single,high.school,no,no,may,8,57,11,0,nonexistent,92.893,1.25,no
32941,25,student,single,high.school,unknown,yes,may,16,160,2,0,nonexistent,92.893,1.299,no
39569,39,admin.,married,high.school,no,yes,may,23,552,1,2,success,93.876,0.668,yes
25528,,,married,,no,yes,nov,26,820,1,0,nonexistent,93.2,4.12,yes
32280,58,management,single,university.degree,no,no,may,28,90,1,0,nonexistent,92.893,1.313,no
36335,40,admin.,single,high.school,no,yes,jun,12,154,1,1,failure,92.963,1.262,no
33475,30,technician,single,professional.course,no,no,may,11,34,4,0,nonexistent,92.893,1.291,no
23399,58,technician,divorced,professional.course,unknown,no,aug,18,36,6,0,nonexistent,93.444,4.964,no
17834,55,blue-collar,divorced,basic.4y,no,no,jul,31,196,3,0,nonexistent,93.918,4.961,no
22749,37,admin.,single,university.degree,no,no,aug,6,205,8,0,nonexistent,93.444,4.965,no
34860,29,blue-collar,divorced,basic.4y,no,no,may,6,667,3,0,nonexistent,92.893,1.25,yes
39556,,,single,,no,yes,apr,15,449,1,1,success,93.749,0.659,yes
12107,40,blue-collar,married,basic.6y,unknown,no,jun,4,93,3,0,nonexistent,94.465,4.947,no
27318,48,technician,married,professional.course,no,yes,nov,10,148,1,0,nonexistent,93.2,4.021,no
37679,80,retired,married,basic.4y,no,no,aug,16,207,4,0,nonexistent,92.201,0.854,no
16930,43,blue-collar,single,basic.9y,no,no,jul,13,28,4,0,nonexistent,93.918,4.962,no
8274,39,self-employed,married,university.degree,unknown,yes,jun,13,123,5,0,nonexistent,94.465,4.864,no
251,41,blue-collar,married,basic.4y,no,yes,may,7,211,1,0,nonexistent,93.994,4.857,no
37839,48,management,married,university.degree,unknown,yes,aug,24,207,3,1,failure,92.201,0.825,no
11626,48,blue-collar,married,basic.4y,no,no,jun,17,29,2,0,nonexistent,94.465,4.959,no
11426,47,technician,married,professional.course,no,yes,jun,8,577,1,0,nonexistent,94.465,4.959,no
25972,31,admin.,married,university.degree,no,yes,nov,2,408,1,1,failure,93.2,4.12,no
11872,27,blue-collar,married,university.degree,no,no,jun,2,10,19,0,nonexistent,94.465,4.959,no
39762,74,retired,married,professional.course,no,no,may,27,309,4,3,failure,93.876,0.699,no
25243,,,married,,unknown,yes,nov,11,273,2,0,nonexistent,93.2,4.153,no
6146,42,technician,divorced,basic.9y,no,no,may,12,474,1,0,nonexistent,93.994,4.857,no
681,45,housemaid,married,professional.course,unknown,yes,may,24,1597,2,0,nonexistent,93.994,4.857,yes
9073,46,management,married,university.degree,no,yes,jun,2,234,3,0,nonexistent,94.465,4.866,no
26852,36,blue-collar,married,basic.9y,no,yes,nov,15,221,3,0,nonexistent,93.2,4.076,no
22098,31,technician,married,university.degree,unknown,yes,aug,8,111,3,0,nonexistent,93.444,4.964,no
3852,38,entrepreneur,married,basic.9y,no,no,may,12,522,5,0,nonexistent,93.994,4.859,no
8952,34,technician,single,professional.course,no,no,jun,1,432,8,0,nonexistent,94.465,4.866,no
16188,28,technician,single,high.school,no,yes,jul,16,662,1,0,nonexistent,93.918,4.961,no
18739,36,admin.,single,university.degree,no,no,jul,14,67,6,0,nonexistent,93.918,4.968,no
8790,40,housemaid,married,basic.4y,unknown,yes,jun,28,397,1,0,nonexistent,94.465,4.866,no
35833,81,retired,divorced,unknown,unknown,yes,may,4,176,1,0,nonexistent,92.893,1.259,yes
28792,46,technician,married,university.degree,no,yes,apr,4,375,2,0,nonexistent,93.075,1.41,no
9006,35,technician,single,high.school,no,yes,jun,27,159,2,0,nonexistent,94.465,4.866,no
3835,51,blue-collar,married,basic.9y,unknown,no,may,30,21,3,0,nonexistent,93.994,4.859,no
35915,33,blue-collar,married,basic.9y,no,yes,may,19,70,1,0,nonexistent,92.893,1.264,no
14131,33,admin.,married,university.degree,no,no,jul,23,158,3,0,nonexistent,93.918,4.962,no
15676,27,blue-collar,single,basic.9y,no,yes,jul,24,405,1,0,nonexistent,93.918,4.96,no
7409,,,married,,no,no,may,20,327,1,0,nonexistent,93.994,4.864,no
28023,35,blue-collar,married,basic.9y,unknown,yes,apr,9,114,1,0,nonexistent,93.075,1.483,no
10054,48,blue-collar,divorced,basic.4y,unknown,unknown,jun,9,583,1,0,nonexistent,94.465,4.958,no
32331,34,admin.,married,high.school,unknown,no,may,12,131,2,0,nonexistent,92.893,1.313,no
34789,,,married,,no,no,may,11,386,4,0,nonexistent,92.893,1.266,no
10873,56,retired,married,high.school,unknown,no,jun,13,83,1,0,nonexistent,94.465,4.962,no
34403,,,married,,no,no,may,22,67,1,0,nonexistent,92.893,1.266,no
17511,40,unemployed,married,basic.9y,unknown,yes,jul,20,68,2,0,nonexistent,93.918,4.962,no
32465,,,divorced,,no,unknown,may,7,186,4,1,failure,92.893,1.313,no
2229,52,housemaid,married,basic.4y,unknown,yes,may,5,84,3,0,nonexistent,93.994,4.857,no
34771,40,management,married,university.degree,unknown,no,may,6,190,2,0,nonexistent,92.893,1.266,no
11077,49,technician,married,high.school,no,no,jun,26,156,3,0,nonexistent,94.465,4.962,no
28996,46,management,married,university.degree,unknown,no,apr,29,79,1,0,nonexistent,93.075,1.405,no
28591,33,admin.,married,university.degree,no,no,apr,5,441,1,0,nonexistent,93.075,1.415,yes
19783,45,technician,married,high.school,no,yes,aug,2,243,1,0,nonexistent,93.444,4.966,no
8322,30,admin.,married,high.school,no,yes,jun,2,615,1,0,nonexistent,94.465,4.864,no
8480,36,blue-collar,married,basic.9y,no,no,jun,20,159,6,0,nonexistent,94.465,4.864,no
33682,,,single,,unknown,no,may,1,793,5,0,nonexistent,92.893,1.281,no
8474,49,admin.,married,university.degree,no,no,jun,29,88,6,0,nonexistent,94.465,4.864,no
22251,29,admin.,single,university.degree,no,no,aug,19,12,15,0,nonexistent,93.444,4.963,no
33268,21,services,single,high.school,no,no,may,21,68,1,1,failure,92.893,1.291,no
29220,51,housemaid,divorced,high.school,unknown,no,apr,22,145,2,0,nonexistent,93.075,1.405,no
32522,,,married,,no,no,may,30,418,2,1,failure,92.893,1.313,no
24572,30,blue-collar,single,basic.9y,no,yes,nov,7,563,2,0,nonexistent,93.2,4.191,no
20680,41,admin.,married,university.degree,no,yes,aug,27,460,1,0,nonexistent,93.444,4.965,no
21790,53,management,married,university.degree,no,no,aug,9,50,2,0,nonexistent,93.444,4.964,no
24493,29,admin.,married,high.school,no,yes,nov,3,155,1,0,nonexistent,93.2,4.191,no
9845,,,married,,no,no,jun,17,354,1,0,nonexistent,94.465,4.959,no
23522,37,technician,single,university.degree,no,yes,aug,30,210,2,0,nonexistent,93.444,4.962,no
37154,32,services,single,high.school,no,yes,aug,28,253,1,2,success,92.201,0.884,yes
36638,42,admin.,married,university.degree,no,yes,jun,26,156,2,0,nonexistent,92.963,1.26,no
313,58,blue-collar,married,professional.course,unknown,yes,may,17,214,2,0,nonexistent,93.994,4.857,no
37696,34,unemployed,single,university.degree,no,no,aug,17,484,1,0,nonexistent,92.201,0.854,no
14875,49,management,single,basic.4y,unknown,yes,jul,22,592,1,0,nonexistent,93.918,4.957,no
22216,54,blue-collar,married,basic.4y,unknown,yes,aug,12,169,1,0,nonexistent,93.444,4.963,no
34023,24,blue-collar,divorced,basic.9y,no,no,may,4,417,1,0,nonexistent,92.893,1.281,no
24002,43,technician,single,professional.course,no,no,oct,17,147,1,0,nonexistent,93.798,5.045,no
16112,,,single,,no,yes,jul,30,292,1,0,nonexistent,93.918,4.961,no
4194,46,entrepreneur,married,university.degree,no,yes,may,23,105,11,0,nonexistent,93.994,4.858,no
25668,29,management,married,basic.9y,no,yes,nov,25,117,2,0,nonexistent,93.2,4.12,no
15035,48,admin.,married,high.school,unknown,yes,jul,7,64,1,0,nonexistent,93.918,4.958,no
19166,37,admin.,divorced,university.degree,no,yes,aug,2,211,2,0,nonexistent,93.444,4.968,no
22377,,,married,,no,yes,aug,8,239,1,0,nonexistent,93.444,4.964,no
6365,51,technician,married,basic.9y,no,yes,may,25,676,6,0,nonexistent,93.994,4.857,no
38529,58,unemployed,divorced,basic.9y,no,yes,oct,15,509,1,0,nonexistent,92.431,0.724,yes
15400,24,blue-collar,single,high.school,no,no,jul,29,482,2,0,nonexistent,93.918,4.957,no
29784,34,admin.,single,basic.6y,no,no,apr,20,170,2,0,nonexistent,93.075,1.405,no
4400,35,blue-collar,divorced,high.school,unknown,yes,may,12,61,2,0,nonexistent,93.994,4.856,no
3875,31,admin.,single,university.degree,no,no,may,19,239,2,0,nonexistent,93.994,4.859,no
21853,42,technician,married,professional.course,no,yes,aug,10,543,1,0,nonexistent,93.444,4.964,yes
25393,48,self-employed,married,university.degree,no,yes,nov,7,141,2,1,failure,93.2,4.153,no
13308,41,self-employed,married,basic.4y,unknown,no,jul,3,133,1,0,nonexistent,93.918,4.962,no
38611,60,housemaid,married,university.degree,no,yes,nov,17,66,3,0,nonexistent,92.649,0.722,no
6215,31,blue-collar,married,basic.9y,no,no,may,6,33,6,0,nonexistent,93.994,4.857,no
20368,,,single,,no,yes,aug,23,768,1,0,nonexistent,93.444,4.966,yes
3063,41,admin.,married,university.degree,no,yes,may,27,187,3,0,nonexistent,93.994,4.859,no
2115,36,technician,married,high.school,no,yes,may,13,162,1,0,nonexistent,93.994,4.857,no
18773,31,services,single,high.school,no,no,jul,27,61,4,0,nonexistent,93.918,4.968,no
24148,,,married,,no,yes,nov,4,252,1,0,nonexistent,93.2,4.191,no
5471,,,single,,no,no,may,23,105,4,0,nonexistent,93.994,4.857,no
18749,,,single,,no,no,jul,29,10,20,0,nonexistent,93.918,4.968,no
9801,49,blue-collar,married,basic.6y,unknown,yes,jun,22,81,3,0,nonexistent,94.465,4.959,no
248,36,blue-collar,single,high.school,no,no,may,10,389,1,0,nonexistent,93.994,4.857,no
12407,40,blue-collar,married,basic.6y,no,no,jul,9,63,6,0,nonexistent,93.918,4.96,no
40366,61,retired,married,university.degree,no,no,aug,31,250,2,1,success,94.027,0.9,yes
36565,29,technician,married,university.degree,no,no,jun,9,150,2,0,nonexistent,92.963,1.26,no
31381,35,blue-collar,married,basic.9y,unknown,yes,may,17,500,1,0,nonexistent,92.893,1.334,no
25236,45,management,married,university.degree,no,no,nov,6,72,2,0,nonexistent,93.2,4.153,no
21738,36,technician,married,university.degree,no,yes,aug,21,85,4,0,nonexistent,93.444,4.963,no
39886,,,single,,no,yes,jun,1,21,1,0,nonexistent,94.055,0.729,no
29170,32,self-employed,married,basic.6y,no,no,apr,5,211,3,0,nonexistent,93.075,1.405,no
32302,,,single,,unknown,yes,may,2,140,1,0,nonexistent,92.893,1.313,no
27917,28,admin.,single,high.school,no,yes,mar,18,515,1,0,nonexistent,92.843,1.531,yes
16155,31,technician,single,professional.course,no,yes,jul,31,77,3,0,nonexistent,93.918,4.961,no
9061,45,services,divorced,unknown,no,no,jun,9,474,2,0,nonexistent,94.465,4.866,no
31577,36,blue-collar,married,basic.4y,unknown,yes,may,3,248,1,0,nonexistent,92.893,1.327,no
31202,,,single,,no,no,may,17,116,1,0,nonexistent,92.893,1.334,no
19289,42,admin.,married,university.degree,no,yes,aug,3,127,1,0,nonexistent,93.444,4.967,no
30704,47,technician,married,professional.course,unknown,yes,may,21,60,1,0,nonexistent,92.893,1.344,no
36293,33,unemployed,single,university.degree,no,no,jun,14,89,1,1,failure,92.963,1.266,no
16808,47,technician,divorced,high.school,no,yes,jul,19,335,2,0,nonexistent,93.918,4.962,no
4550,42,admin.,married,basic.9y,no,yes,may,16,267,2,0,nonexistent,93.994,4.856,no
593,34,services,single,high.school,no,unknown,may,26,147,2,0,nonexistent,93.994,4.857,no
16922,55,unknown,married,basic.4y,no,yes,jul,27,1298,1,0,nonexistent,93.918,4.962,yes
15541,51,retired,married,basic.9y,no,no,jul,21,180,2,0,nonexistent,93.918,4.957,no
16100,25,blue-collar,married,basic.9y,no,yes,jul,5,599,2,0,nonexistent,93.918,4.961,no
20941,32,admin.,single,university.degree,no,yes,aug,12,457,1,0,nonexistent,93.444,4.964,no
9681,,,married,,no,no,jun,17,346,2,0,nonexistent,94.465,4.961,no
6793,42,technician,married,professional.course,no,yes,may,16,77,3,0,nonexistent,93.994,4.857,no
4726,39,blue-collar,married,basic.9y,no,no,may,16,494,3,0,nonexistent,93.994,4.858,no
3946,46,technician,married,professional.course,no,no,may,22,29,3,0,nonexistent,93.994,4.858,no
29316,37,blue-collar,divorced,basic.4y,no,no,apr,29,2053,2,0,nonexistent,93.075,1.405,no
25486,39,blue-collar,married,basic.9y,no,yes,nov,18,158,1,0,nonexistent,93.2,4.12,no
28284,39,blue-collar,married,basic.9y,no,yes,apr,13,182,1,1,failure,93.075,1.445,no
25943,42,admin.,married,university.degree,no,yes,nov,13,340,2,0,nonexistent,93.2,4.12,no
6756,40,services,married,high.school,unknown,yes,may,15,133,1,0,nonexistent,93.994,4.857,no
35859,49,admin.,married,university.degree,no,yes,may,9,168,1,0,nonexistent,92.893,1.259,no
14217,29,management,single,university.degree,no,yes,jul,14,305,3,0,nonexistent,93.918,4.962,no
27800,88,retired,divorced,basic.4y,no,yes,mar,13,48,1,0,nonexistent,92.843,1.663,no
7950,37,services,married,high.school,no,no,jun,21,88,1,0,nonexistent,94.465,4.865,no
12263,37,technician,married,basic.9y,no,yes,jul,2,991,1,0,nonexistent,93.918,4.966,no
36763,32,entrepreneur,married,basic.4y,no,yes,jun,24,183,2,1,failure,92.963,1.286,yes
34962,59,admin.,divorced,university.degree,no,no,may,15,58,1,1,failure,92.893,1.25,no
25493,44,services,single,high.school,no,yes,nov,2,277,4,0,nonexistent,93.2,4.12,no
20430,37,technician,married,high.school,unknown,yes,aug,27,69,2,0,nonexistent,93.444,4.966,no
38528,45,admin.,married,high.school,no,yes,oct,11,1092,1,0,nonexistent,92.431,0.724,no
19057,43,management,married,university.degree,unknown,yes,aug,11,268,2,0,nonexistent,93.444,4.968,no
30964,36,technician,married,basic.9y,no,yes,may,8,297,2,1,failure,92.893,1.344,no
30236,39,services,married,university.degree,no,no,apr,8,237,1,0,nonexistent,93.075,1.365,yes
15922,22,student,single,university.degree,no,yes,jul,20,138,12,0,nonexistent,93.918,4.96,no
7672,51,admin.,married,university.degree,unknown,yes,may,13,119,2,0,nonexistent,93.994,4.864,no
83,49,entrepreneur,married,university.degree,unknown,yes,may,6,1042,1,0,nonexistent,93.994,4.857,yes
979,,,married,,no,yes,may,15,474,1,0,nonexistent,93.994,4.856,no
15851,44,admin.,single,basic.9y,no,yes,jul,11,50,5,0,nonexistent,93.918,4.96,no
23910,,,married,,no,yes,aug,29,19,9,0,nonexistent,93.444,4.963,no
5115,49,blue-collar,married,basic.4y,unknown,yes,may,7,504,1,0,nonexistent,93.994,4.857,no
33042,34,admin.,married,university.degree,no,yes,may,13,301,2,1,failure,92.893,1.299,no
19235,30,admin.,single,university.degree,no,yes,aug,2,89,1,0,nonexistent,93.444,4.967,no
15505,29,management,single,basic.9y,no,no,jul,28,652,2,0,nonexistent,93.918,4.957,no
2295,26,admin.,married,high.school,unknown,no,may,12,155,1,0,nonexistent,93.994,4.856,no
11081,60,admin.,married,university.degree,no,no,jun,11,1574,3,0,nonexistent,94.465,4.962,yes
4640,35,technician,married,university.degree,no,no,may,19,86,6,0,nonexistent,93.994,4.858,no
25166,43,entrepreneur,married,basic.4y,no,yes,nov,14,154,3,1,failure,93.2,4.153,no
13637,54,blue-collar,divorced,basic.4y,unknown,no,jul,4,279,1,0,nonexistent,93.918,4.963,no
32281,,,single,,no,no,may,14,131,1,0,nonexistent,92.893,1.313,no
12967,27,admin.,single,high.school,no,no,jul,15,192,1,0,nonexistent,93.918,4.962,no
9303,29,services,single,high.school,unknown,yes,jun,7,334,3,0,nonexistent,94.465,4.967,no
13205,33,services,married,basic.9y,unknown,yes,jul,18,25,1,0,nonexistent,93.918,4.962,no
5523,28,blue-collar,married,basic.6y,no,yes,may,27,120,2,0,nonexistent,93.994,4.857,no
27963,80,management,divorced,professional.course,unknown,yes,mar,5,158,2,0,nonexistent,92.843,1.51,yes
27269,,,married,,no,no,nov,14,532,1,0,nonexistent,93.2,4.021,no
5201,48,services,single,high.school,unknown,yes,may,30,127,2,0,nonexistent,93.994,4.857,no
15341,,,married,,no,no,jul,19,146,1,0,nonexistent,93.918,4.957,no
