client_id,age,job,marital,education,credit_default,mortgage,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome,date
34307,26.0,Management,Married,University.Degree,No,No,01:24,4,0,Nonexistent,92.893,1.266,Failed,2022-05-03
5676,38.0,Admin.,Married,University.Degree,No,No,05:12,1,0,Nonexistent,93.994,4.857,Failed,2022-05-17
12063,40.0,Management,Married,Basic.9Y,No,Yes,02:42,1,0,Nonexistent,94.465,4.947,Failed,2022-06-15
7980,39.0,Blue-Collar,Married,Basic.9Y,No,No,03:20,2,0,Nonexistent,94.465,4.865,Failed,2022-06-20
266,34.0,Self-Employed,Single,University.Degree,No,Yes,02:30,2,0,Nonexistent,93.994,4.857,Failed,2022-05-18
38497,38.0,Admin.,Married,University.Degree,No,No,08:35,1,0,Nonexistent,92.431,0.728,Failed,2022-10-25
6319,37.0,Blue-Collar,Married,Basic.9Y,No,No,04:58,3,0,Nonexistent,93.994,4.857,Failed,2022-05-11
1090,36.0,Blue-Collar,Married,Basic.9Y,No,Yes,03:51,2,0,Nonexistent,93.994,4.856,Failed,2022-05-12
14384,27.0,Services,Married,High.School,No,Yes,04:10,3,0,Nonexistent,93.918,4.962,Failed,2022-07-22
11082,34.0,Admin.,Married,High.School,No,No,00:29,11,0,Nonexistent,94.465,4.961,Failed,2022-06-09
14428,38.0,Retired,Single,Basic.6Y,No,No,02:09,2,0,Nonexistent,93.918,4.961,Failed,2022-07-14
1124,49.0,Technician,Married,Professional.Course,No,Yes,14:25,2,0,Nonexistent,93.994,4.856,Failed,2022-05-16
38679,38.0,Admin.,Married,University.Degree,No,Yes,05:55,3,0,Nonexistent,92.649,0.716,Successful,2022-11-26
26620,51.0,Self-Employed,Married,Basic.9Y,No,Yes,04:04,1,0,Nonexistent,93.2,4.076,Failed,2022-11-14
3193,46.0,Blue-Collar,Married,Basic.4Y,No,No,09:59,2,0,Nonexistent,93.994,4.86,Failed,2022-05-18
36112,32.0,Admin.,Single,University.Degree,No,Yes,02:09,2,0,Nonexistent,92.893,1.266,Failed,2022-05-11
34659,33.0,Technician,Married,University.Degree,No,No,02:49,3,1,Failure,92.893,1.266,Failed,2022-05-23
20613,46.0,Technician,Married,Professional.Course,No,Yes,01:54,3,0,Nonexistent,93.444,4.965,Failed,2022-08-01
18370,50.0,Technician,Single,High.School,No,No,02:05,6,0,Nonexistent,93.918,4.968,Failed,2022-07-18
39425,37.0,Management,Single,University.Degree,No,No,02:41,1,1,Failure,93.749,0.642,Failed,2022-04-10
16875,38.0,Admin.,Single,University.Degree,No,Yes,09:36,2,0,Nonexistent,93.918,4.962,Failed,2022-07-31
16221,27.0,Admin.,Single,University.Degree,No,Yes,01:17,1,0,Nonexistent,93.918,4.961,Failed,2022-07-06
14592,32.0,Services,Single,High.School,No,No,16:21,1,0,Nonexistent,93.918,4.961,Successful,2022-07-27
15703,28.0,Blue-Collar,Married,Basic.9Y,No,Yes,03:45,3,0,Nonexistent,93.918,4.96,Failed,2022-07-31
9766,35.0,Blue-Collar,Married,Basic.9Y,No,No,09:39,4,0,Nonexistent,94.465,4.961,Failed,2022-06-22
1048,38.0,Admin.,Married,University.Degree,No,No,01:48,6,0,Nonexistent,93.994,4.856,Failed,2022-05-12
40786,41.0,Unemployed,Married,High.School,No,No,03:02,1,3,Success,94.199,0.879,Successful,2022-09-21
8475,37.0,Admin.,Married,High.School,No,Yes,01:53,4,0,Nonexistent,94.465,4.864,Failed,2022-06-04
28726,36.0,Blue-Collar,Married,Basic.9Y,No,No,19:34,1,0,Nonexistent,93.075,1.41,Successful,2022-04-12
26439,31.0,Technician,Single,University.Degree,No,Yes,01:28,5,0,Nonexistent,93.2,4.076,Failed,2022-11-28
35694,38.0,Admin.,Married,University.Degree,No,Yes,01:38,2,1,Failure,92.893,1.244,Failed,2022-05-05
2952,30.0,Technician,Single,Professional.Course,No,Yes,05:43,1,0,Nonexistent,93.994,4.859,Failed,2022-05-09
28730,19.0,Student,Single,Basic.9Y,No,No,02:45,3,0,Nonexistent,93.075,1.41,Failed,2022-04-23
409,42.0,Blue-Collar,Married,Basic.9Y,No,Yes,05:26,1,0,Nonexistent,93.994,4.857,Failed,2022-05-30
35977,41.0,Admin.,Married,High.School,No,Yes,03:37,1,0,Nonexistent,92.893,1.264,Failed,2022-05-29
26187,33.0,Admin.,Single,University.Degree,No,No,00:36,3,0,Nonexistent,93.2,4.076,Failed,2022-11-21
35331,34.0,Admin.,Single,University.Degree,No,No,01:41,4,1,Failure,92.893,1.25,Failed,2022-05-22
31452,39.0,Blue-Collar,Single,Basic.9Y,No,Yes,01:22,2,1,Failure,92.893,1.334,Failed,2022-05-22
39861,33.0,Services,Married,High.School,No,No,07:52,1,1,Failure,94.055,0.72,Failed,2022-06-23
26100,32.0,Blue-Collar,Married,Basic.6Y,No,No,03:08,2,0,Nonexistent,93.2,4.12,Failed,2022-11-15
29766,31.0,Services,Divorced,High.School,No,Yes,04:27,1,0,Nonexistent,93.075,1.405,Failed,2022-04-14
10480,34.0,Services,Married,High.School,No,No,03:42,3,0,Nonexistent,94.465,4.961,Failed,2022-06-01
26065,34.0,Management,Married,University.Degree,No,Yes,02:31,2,0,Nonexistent,93.2,4.12,Failed,2022-11-14
5646,44.0,Blue-Collar,Married,High.School,No,Yes,09:52,4,0,Nonexistent,93.994,4.857,Failed,2022-05-07
4508,40.0,Admin.,Single,High.School,No,No,01:04,1,0,Nonexistent,93.994,4.856,Failed,2022-05-25
30081,64.0,Management,Married,High.School,No,Yes,11:33,2,0,Nonexistent,93.075,1.4,Successful,2022-04-18
842,50.0,Entrepreneur,Married,Basic.9Y,No,Yes,02:41,1,0,Nonexistent,93.994,4.856,Failed,2022-05-26
37196,38.0,Admin.,Married,University.Degree,No,Yes,04:10,4,2,Success,92.201,0.883,Successful,2022-08-19
14876,39.0,Blue-Collar,Married,Basic.9Y,No,Yes,02:45,5,0,Nonexistent,93.918,4.957,Failed,2022-07-20
19594,29.0,Services,Single,Professional.Course,No,Yes,01:39,3,0,Nonexistent,93.444,4.968,Failed,2022-08-17
32861,55.0,Management,Married,University.Degree,No,Yes,01:30,1,1,Failure,92.893,1.299,Failed,2022-05-22
9767,38.0,Self-Employed,Married,University.Degree,No,No,01:36,10,0,Nonexistent,94.465,4.961,Failed,2022-06-29
14806,32.0,Technician,Married,University.Degree,No,No,02:04,1,0,Nonexistent,93.918,4.957,Failed,2022-07-25
16114,35.0,Blue-Collar,Married,Basic.9Y,No,Yes,08:26,1,0,Nonexistent,93.918,4.961,Failed,2022-07-10
19809,47.0,Self-Employed,Married,Basic.9Y,No,Yes,01:37,2,0,Nonexistent,93.444,4.966,Failed,2022-08-28
12623,28.0,Technician,Divorced,University.Degree,No,Yes,04:07,1,0,Nonexistent,93.918,4.96,Failed,2022-07-23
37042,31.0,Admin.,Single,High.School,No,Yes,02:47,1,1,Failure,92.469,1.029,Successful,2022-07-30
33188,30.0,Admin.,Married,University.Degree,No,Yes,05:58,1,0,Nonexistent,92.893,1.291,Failed,2022-05-19
2150,47.0,Admin.,Divorced,University.Degree,No,Yes,04:16,4,0,Nonexistent,93.994,4.857,Failed,2022-05-21
31913,44.0,Blue-Collar,Married,Basic.6Y,No,No,04:04,2,0,Nonexistent,92.893,1.327,Failed,2022-05-01
10520,36.0,Blue-Collar,Single,Basic.9Y,No,No,02:25,1,0,Nonexistent,94.465,4.961,Failed,2022-06-01
5426,55.0,Admin.,Married,High.School,No,No,02:09,6,0,Nonexistent,93.994,4.857,Failed,2022-05-30
2680,30.0,Services,Married,High.School,No,No,02:13,2,0,Nonexistent,93.994,4.859,Failed,2022-05-05
7586,38.0,Admin.,Divorced,High.School,No,Yes,03:44,5,0,Nonexistent,93.994,4.864,Failed,2022-05-03
17863,38.0,Unemployed,Married,Basic.4Y,No,Yes,02:36,1,0,Nonexistent,93.918,4.961,Failed,2022-07-10
26080,29.0,Admin.,Married,University.Degree,No,No,06:46,3,0,Nonexistent,93.2,4.12,Failed,2022-11-16
9694,38.0,Admin.,Married,University.Degree,No,No,05:16,2,0,Nonexistent,94.465,4.961,Failed,2022-06-12
7836,42.0,Blue-Collar,Married,Basic.6Y,No,No,06:24,1,0,Nonexistent,94.465,4.865,Failed,2022-06-12
20197,30.0,Technician,Single,High.School,No,No,01:19,2,0,Nonexistent,93.444,4.965,Failed,2022-08-22
573,56.0,Retired,Married,Basic.4Y,No,Yes,05:16,4,0,Nonexistent,93.994,4.857,Failed,2022-05-27
5662,56.0,Retired,Married,High.School,No,Yes,01:17,1,0,Nonexistent,93.994,4.857,Failed,2022-05-28
28058,38.0,Admin.,Single,University.Degree,No,Yes,05:26,3,0,Nonexistent,93.075,1.479,Failed,2022-04-27
1465,44.0,Entrepreneur,Married,High.School,No,Yes,03:01,2,0,Nonexistent,93.994,4.855,Failed,2022-05-09
884,40.0,Blue-Collar,Divorced,Basic.9Y,No,Yes,01:50,2,0,Nonexistent,93.994,4.856,Failed,2022-05-31
32742,26.0,Services,Single,High.School,No,Yes,04:34,1,0,Nonexistent,92.893,1.299,Failed,2022-05-28
9003,29.0,Services,Single,High.School,No,Yes,16:58,3,0,Nonexistent,94.465,4.866,Successful,2022-06-10
6046,26.0,Technician,Single,Professional.Course,No,No,02:06,1,0,Nonexistent,93.994,4.857,Failed,2022-05-09
3438,38.0,Admin.,Married,University.Degree,No,No,00:17,25,0,Nonexistent,93.994,4.86,Failed,2022-05-14
25571,38.0,Admin.,Single,University.Degree,No,Yes,03:45,1,0,Nonexistent,93.2,4.12,Failed,2022-11-17
10226,39.0,Admin.,Married,University.Degree,No,No,01:09,3,0,Nonexistent,94.465,4.96,Failed,2022-06-18
3441,31.0,Self-Employed,Married,Basic.9Y,No,No,05:01,4,0,Nonexistent,93.994,4.86,Failed,2022-05-07
1846,43.0,Blue-Collar,Single,Basic.9Y,No,Yes,09:11,2,0,Nonexistent,93.994,4.855,Failed,2022-05-26
2029,55.0,Admin.,Divorced,University.Degree,No,Yes,00:38,4,0,Nonexistent,93.994,4.857,Failed,2022-05-16
2851,41.0,Entrepreneur,Married,Basic.4Y,No,No,01:49,1,0,Nonexistent,93.994,4.859,Failed,2022-05-02
7844,38.0,Admin.,Married,University.Degree,No,Yes,07:44,1,0,Nonexistent,94.465,4.865,Failed,2022-06-26
33512,38.0,Blue-Collar,Married,Basic.6Y,No,No,05:06,2,0,Nonexistent,92.893,1.291,Failed,2022-05-25
2561,36.0,Management,Married,University.Degree,No,No,01:33,1,0,Nonexistent,93.994,4.856,Failed,2022-05-06
16372,32.0,Blue-Collar,Divorced,Basic.6Y,No,Yes,01:37,2,0,Nonexistent,93.918,4.963,Failed,2022-07-04
4419,41.0,Housemaid,Married,Basic.9Y,No,Yes,02:09,2,0,Nonexistent,93.994,4.856,Failed,2022-05-09
38943,38.0,Admin.,Married,University.Degree,No,Yes,01:36,2,0,Nonexistent,92.649,0.718,Failed,2022-11-24
18367,37.0,Admin.,Married,University.Degree,No,No,02:55,3,0,Nonexistent,93.918,4.968,Failed,2022-07-06
4504,42.0,Blue-Collar,Married,Basic.6Y,No,Yes,01:39,1,0,Nonexistent,93.994,4.856,Failed,2022-05-29
36813,31.0,Blue-Collar,Married,University.Degree,No,Yes,06:22,2,0,Nonexistent,92.963,1.26,Successful,2022-06-28
6802,53.0,Management,Married,Basic.4Y,No,No,08:48,2,0,Nonexistent,93.994,4.857,Failed,2022-05-30
21901,43.0,Management,Married,University.Degree,No,No,03:24,2,0,Nonexistent,93.444,4.964,Failed,2022-08-13
12200,46.0,Housemaid,Married,Basic.4Y,No,Yes,03:40,2,0,Nonexistent,93.918,4.956,Failed,2022-07-11
13757,29.0,Technician,Married,University.Degree,No,Yes,03:09,1,0,Nonexistent,93.918,4.963,Failed,2022-07-24
37052,44.0,Technician,Married,Professional.Course,No,Yes,03:08,2,0,Nonexistent,92.469,1.029,Failed,2022-07-24
34535,28.0,Services,Single,Professional.Course,No,Yes,06:46,2,0,Nonexistent,92.893,1.266,Successful,2022-05-14
29839,34.0,Admin.,Married,Basic.9Y,No,Yes,06:41,2,0,Nonexistent,93.075,1.405,Failed,2022-04-28
21963,33.0,Admin.,Divorced,University.Degree,No,No,04:19,2,0,Nonexistent,93.444,4.964,Failed,2022-08-14
27448,51.0,Admin.,Single,University.Degree,No,No,03:44,2,1,Failure,93.2,4.021,Failed,2022-11-24
30181,31.0,Admin.,Single,High.School,No,Yes,01:59,1,0,Nonexistent,93.075,1.365,Failed,2022-04-10
35199,27.0,Technician,Divorced,Professional.Course,No,No,03:04,4,0,Nonexistent,92.893,1.25,Failed,2022-05-26
31790,40.0,Blue-Collar,Married,Basic.6Y,No,Yes,02:40,4,0,Nonexistent,92.893,1.327,Failed,2022-05-08
25980,35.0,Technician,Single,Basic.9Y,No,Yes,01:52,1,0,Nonexistent,93.2,4.12,Failed,2022-11-06
12372,48.0,Blue-Collar,Married,Basic.4Y,No,No,07:05,2,0,Nonexistent,93.918,4.959,Failed,2022-07-17
10347,35.0,Admin.,Single,University.Degree,No,No,05:20,2,0,Nonexistent,94.465,4.96,Failed,2022-06-22
31762,38.0,Management,Married,University.Degree,No,No,02:35,1,1,Failure,92.893,1.327,Failed,2022-05-02
19196,38.0,Admin.,Married,University.Degree,No,Yes,22:37,3,0,Nonexistent,93.444,4.967,Successful,2022-08-16
20155,34.0,Technician,Single,Professional.Course,No,Yes,01:12,1,0,Nonexistent,93.444,4.965,Failed,2022-08-09
30474,26.0,Student,Single,University.Degree,No,No,01:30,2,0,Nonexistent,92.893,1.354,Failed,2022-05-08
19080,53.0,Technician,Married,High.School,No,Yes,01:45,1,0,Nonexistent,93.444,4.968,Failed,2022-08-30
27865,33.0,Blue-Collar,Single,High.School,No,Yes,02:43,1,0,Nonexistent,92.843,1.602,Failed,2022-03-05
37341,85.0,Retired,Married,Professional.Course,No,No,02:20,1,0,Nonexistent,92.201,0.883,Successful,2022-08-13
31620,35.0,Services,Single,High.School,No,No,03:04,1,1,Failure,92.893,1.327,Failed,2022-05-08
33378,41.0,Management,Married,University.Degree,No,Yes,06:09,1,0,Nonexistent,92.893,1.291,Failed,2022-05-22
27182,36.0,Entrepreneur,Divorced,High.School,No,Yes,03:50,3,0,Nonexistent,93.2,4.021,Failed,2022-11-08
35136,38.0,Admin.,Single,University.Degree,No,No,00:20,6,0,Nonexistent,92.893,1.25,Failed,2022-05-24
8013,37.0,Admin.,Married,University.Degree,No,Yes,00:23,2,0,Nonexistent,94.465,4.865,Failed,2022-06-21
11028,29.0,Technician,Married,Professional.Course,No,No,02:09,10,0,Nonexistent,94.465,4.962,Failed,2022-06-19
40740,33.0,Technician,Married,University.Degree,No,No,03:36,1,0,Nonexistent,94.199,0.876,Successful,2022-09-05
9194,39.0,Admin.,Single,High.School,No,Yes,02:21,3,0,Nonexistent,94.465,4.967,Failed,2022-06-09
39175,25.0,Blue-Collar,Single,Basic.9Y,No,No,07:36,2,2,Success,93.369,0.654,Successful,2022-03-20
19774,34.0,Technician,Married,Professional.Course,No,Yes,00:31,1,0,Nonexistent,93.444,4.966,Failed,2022-08-17
6049,46.0,Housemaid,Married,Basic.4Y,No,No,01:46,2,0,Nonexistent,93.994,4.857,Failed,2022-05-03
12214,28.0,Management,Married,University.Degree,No,Yes,02:14,2,0,Nonexistent,93.918,4.956,Failed,2022-07-09
25779,31.0,Services,Married,High.School,No,Yes,01:22,1,1,Failure,93.2,4.12,Failed,2022-11-24
108,42.0,Entrepreneur,Married,University.Degree,No,Yes,04:53,1,0,Nonexistent,93.994,4.857,Failed,2022-05-15
33061,35.0,Admin.,Single,University.Degree,No,Yes,07:19,2,0,Nonexistent,92.893,1.299,Failed,2022-05-17
39025,71.0,Retired,Married,Basic.4Y,No,Yes,03:02,1,1,Failure,92.713,0.714,Failed,2022-12-22
28266,40.0,Housemaid,Married,Basic.9Y,No,Yes,02:49,1,1,Failure,93.075,1.445,Failed,2022-04-13
28752,33.0,Technician,Married,Professional.Course,No,No,11:07,1,0,Nonexistent,93.075,1.41,Successful,2022-04-28
26305,44.0,Blue-Collar,Single,Basic.6Y,No,Yes,00:39,1,0,Nonexistent,93.2,4.076,Failed,2022-11-29
18505,32.0,Technician,Single,Professional.Course,No,Yes,01:21,2,0,Nonexistent,93.918,4.968,Failed,2022-07-24
10527,38.0,Blue-Collar,Single,Basic.4Y,No,No,02:03,1,0,Nonexistent,94.465,4.961,Failed,2022-06-14
14981,32.0,Admin.,Single,Basic.9Y,No,No,05:30,1,0,Nonexistent,93.918,4.958,Failed,2022-07-29
32164,38.0,Admin.,Married,High.School,No,No,04:00,1,0,Nonexistent,92.893,1.313,Failed,2022-05-30
34238,35.0,Technician,Single,Professional.Course,No,No,00:19,7,0,Nonexistent,92.893,1.266,Failed,2022-05-13
23266,38.0,Admin.,Single,University.Degree,No,No,03:05,4,0,Nonexistent,93.444,4.964,Failed,2022-08-12
1108,36.0,Blue-Collar,Married,Basic.9Y,No,No,01:06,3,0,Nonexistent,93.994,4.856,Failed,2022-05-03
13611,30.0,Technician,Single,Professional.Course,No,Yes,06:09,6,0,Nonexistent,93.918,4.963,Failed,2022-07-19
14454,32.0,Blue-Collar,Single,Basic.6Y,No,Yes,03:19,4,0,Nonexistent,93.918,4.961,Failed,2022-07-07
34153,34.0,Blue-Collar,Married,Basic.6Y,No,Yes,02:23,2,0,Nonexistent,92.893,1.281,Failed,2022-05-19
31729,35.0,Blue-Collar,Married,Basic.9Y,No,No,07:26,1,1,Failure,92.893,1.327,Failed,2022-05-28
20377,42.0,Technician,Divorced,Professional.Course,No,Yes,02:38,1,0,Nonexistent,93.444,4.966,Failed,2022-08-27
25437,29.0,Management,Single,University.Degree,No,Yes,01:43,1,0,Nonexistent,93.2,4.12,Failed,2022-11-01
16872,38.0,Admin.,Divorced,University.Degree,No,No,03:32,4,0,Nonexistent,93.918,4.962,Failed,2022-07-31
32181,38.0,Admin.,Married,High.School,No,Yes,21:21,1,0,Nonexistent,92.893,1.313,Failed,2022-05-29
9000,38.0,Admin.,Married,University.Degree,No,No,01:32,2,0,Nonexistent,94.465,4.866,Failed,2022-06-19
24626,43.0,Services,Married,High.School,No,Yes,02:50,2,0,Nonexistent,93.2,4.191,Failed,2022-11-23
23374,44.0,Admin.,Divorced,University.Degree,No,No,00:12,14,0,Nonexistent,93.444,4.964,Failed,2022-08-19
18769,38.0,Admin.,Single,University.Degree,No,No,01:18,16,0,Nonexistent,93.918,4.968,Failed,2022-07-24
31515,43.0,Unemployed,Married,Basic.4Y,No,No,01:57,2,0,Nonexistent,92.893,1.334,Failed,2022-05-17
40759,19.0,Student,Single,Basic.6Y,No,Yes,07:32,5,1,Success,94.199,0.879,Successful,2022-09-03
17736,57.0,Admin.,Divorced,High.School,No,Yes,02:42,1,0,Nonexistent,93.918,4.961,Failed,2022-07-15
36808,23.0,Admin.,Single,High.School,No,No,01:32,1,1,Failure,92.963,1.26,Failed,2022-06-19
17432,42.0,Self-Employed,Married,University.Degree,No,No,01:37,2,0,Nonexistent,93.918,4.962,Failed,2022-07-27
30999,38.0,Admin.,Single,University.Degree,No,Yes,03:29,5,1,Failure,92.893,1.344,Failed,2022-05-13
28774,34.0,Blue-Collar,Married,Basic.4Y,No,Yes,04:09,2,0,Nonexistent,93.075,1.41,Failed,2022-04-14
33357,33.0,Services,Married,Basic.9Y,No,No,04:37,1,0,Nonexistent,92.893,1.291,Failed,2022-05-12
33333,33.0,Blue-Collar,Single,Basic.4Y,No,Yes,03:04,1,0,Nonexistent,92.893,1.291,Failed,2022-05-10
24971,38.0,Admin.,Married,University.Degree,No,No,02:34,2,0,Nonexistent,93.2,4.153,Failed,2022-11-26
890,38.0,Services,Single,High.School,No,Yes,04:16,6,0,Nonexistent,93.994,4.856,Failed,2022-05-02
6036,43.0,Entrepreneur,Married,Basic.4Y,No,Yes,04:56,2,0,Nonexistent,93.994,4.857,Failed,2022-05-10
25615,36.0,Management,Married,University.Degree,No,No,03:46,2,0,Nonexistent,93.2,4.12,Failed,2022-11-28
441,26.0,Housemaid,Married,University.Degree,No,No,04:06,1,0,Nonexistent,93.994,4.857,Failed,2022-05-22
27698,30.0,Management,Married,University.Degree,No,No,01:56,1,0,Nonexistent,92.843,1.811,Successful,2022-03-10
19303,46.0,Blue-Collar,Married,Basic.9Y,No,Yes,02:04,1,0,Nonexistent,93.444,4.967,Failed,2022-08-23
10644,38.0,Admin.,Married,University.Degree,No,No,01:28,2,0,Nonexistent,94.465,4.961,Failed,2022-06-07
29986,61.0,Retired,Married,Professional.Course,No,Yes,02:44,1,0,Nonexistent,93.075,1.405,Successful,2022-04-24
15356,38.0,Admin.,Single,University.Degree,No,No,02:46,1,0,Nonexistent,93.918,4.957,Failed,2022-07-05
31807,32.0,Services,Married,High.School,No,No,03:33,2,0,Nonexistent,92.893,1.327,Failed,2022-05-01
32719,29.0,Technician,Single,Basic.9Y,No,Yes,03:34,1,0,Nonexistent,92.893,1.299,Failed,2022-05-22
491,41.0,Unemployed,Married,Basic.9Y,No,No,01:51,2,0,Nonexistent,93.994,4.857,Failed,2022-05-17
6809,40.0,Blue-Collar,Married,Basic.4Y,No,Yes,02:20,5,0,Nonexistent,93.994,4.857,Failed,2022-05-02
17474,51.0,Admin.,Divorced,University.Degree,No,No,05:59,1,0,Nonexistent,93.918,4.962,Failed,2022-07-31
38430,71.0,Management,Married,University.Degree,No,Yes,02:07,3,2,Failure,92.431,0.733,Successful,2022-10-24
28449,41.0,Technician,Married,Professional.Course,No,Yes,07:46,5,1,Failure,93.075,1.423,Successful,2022-04-19
609,50.0,Services,Married,High.School,No,No,01:27,1,0,Nonexistent,93.994,4.857,Failed,2022-05-18
1968,42.0,Admin.,Married,Basic.9Y,No,Yes,02:44,8,0,Nonexistent,93.994,4.855,Failed,2022-05-15
38105,46.0,Self-Employed,Divorced,High.School,No,No,04:27,2,1,Failure,92.379,0.762,Successful,2022-09-21
23311,47.0,Admin.,Divorced,University.Degree,No,No,01:09,6,0,Nonexistent,93.444,4.964,Failed,2022-08-31
28698,41.0,Blue-Collar,Married,Basic.4Y,No,No,05:16,1,1,Failure,93.075,1.41,Failed,2022-04-22
22930,45.0,Management,Married,University.Degree,No,No,01:45,2,0,Nonexistent,93.444,4.965,Failed,2022-08-27
25224,53.0,Management,Married,University.Degree,No,Yes,05:13,2,0,Nonexistent,93.2,4.153,Failed,2022-11-23
38353,44.0,Blue-Collar,Married,Professional.Course,No,No,04:43,1,2,Failure,92.431,0.739,Failed,2022-10-18
34140,29.0,Admin.,Married,University.Degree,No,No,00:12,5,0,Nonexistent,92.893,1.281,Failed,2022-05-03
17631,43.0,Unemployed,Divorced,Basic.9Y,No,No,00:39,9,0,Nonexistent,93.918,4.962,Failed,2022-07-10
3142,45.0,Admin.,Divorced,Basic.6Y,No,Yes,04:00,1,0,Nonexistent,93.994,4.86,Failed,2022-05-11
22406,38.0,Admin.,Married,University.Degree,No,Yes,02:18,1,0,Nonexistent,93.444,4.964,Failed,2022-08-16
1339,37.0,Blue-Collar,Single,Basic.6Y,No,Yes,04:48,1,0,Nonexistent,93.994,4.855,Failed,2022-05-07
21089,32.0,Admin.,Married,Basic.9Y,No,No,06:30,3,0,Nonexistent,93.444,4.964,Failed,2022-08-27
20876,32.0,Admin.,Single,University.Degree,No,No,01:49,1,0,Nonexistent,93.444,4.964,Failed,2022-08-18
9398,39.0,Technician,Married,Professional.Course,No,Yes,01:58,2,0,Nonexistent,94.465,4.967,Failed,2022-06-03
34242,29.0,Admin.,Single,High.School,No,No,00:14,7,0,Nonexistent,92.893,1.266,Failed,2022-05-14
25583,29.0,Management,Married,Basic.9Y,No,Yes,01:43,1,0,Nonexistent,93.2,4.12,Failed,2022-11-18
8920,38.0,Admin.,Married,University.Degree,No,No,03:05,1,0,Nonexistent,94.465,4.866,Failed,2022-06-19
20148,30.0,Admin.,Single,University.Degree,No,No,02:15,1,0,Nonexistent,93.444,4.965,Failed,2022-08-22
1441,38.0,Admin.,Married,University.Degree,No,Yes,03:29,3,0,Nonexistent,93.994,4.855,Failed,2022-05-22
17520,46.0,Admin.,Married,High.School,No,No,01:16,10,0,Nonexistent,93.918,4.962,Failed,2022-07-23
10243,34.0,Entrepreneur,Single,Professional.Course,No,Yes,02:24,4,0,Nonexistent,94.465,4.96,Failed,2022-06-22
22381,29.0,Technician,Single,Professional.Course,No,Yes,03:22,1,0,Nonexistent,93.444,4.964,Failed,2022-08-11
35783,24.0,Management,Single,University.Degree,No,No,01:04,2,0,Nonexistent,92.893,1.244,Failed,2022-05-17
32871,28.0,Services,Married,High.School,No,Yes,10:43,2,0,Nonexistent,92.893,1.299,Failed,2022-05-18
30716,38.0,Entrepreneur,Married,Professional.Course,No,No,04:26,1,1,Failure,92.893,1.344,Failed,2022-05-13
3935,38.0,Admin.,Single,University.Degree,No,No,06:52,1,0,Nonexistent,93.994,4.858,Failed,2022-05-04
4974,38.0,Blue-Collar,Married,Basic.9Y,No,Yes,02:31,1,0,Nonexistent,93.994,4.858,Failed,2022-05-25
30030,39.0,Admin.,Married,University.Degree,No,No,01:34,1,0,Nonexistent,93.075,1.405,Successful,2022-04-01
25353,32.0,Blue-Collar,Married,Basic.6Y,No,Yes,03:23,3,0,Nonexistent,93.2,4.153,Failed,2022-11-25
18911,45.0,Technician,Married,University.Degree,No,Yes,06:12,1,0,Nonexistent,93.444,4.97,Failed,2022-08-28
10410,25.0,Self-Employed,Single,University.Degree,No,No,02:58,7,0,Nonexistent,94.465,4.96,Failed,2022-06-27
13748,44.0,Blue-Collar,Married,Basic.9Y,No,Yes,02:01,1,0,Nonexistent,93.918,4.963,Failed,2022-07-16
3035,31.0,Blue-Collar,Married,Basic.9Y,No,No,09:42,2,0,Nonexistent,93.994,4.859,Failed,2022-05-24
8647,33.0,Admin.,Single,High.School,No,No,03:07,2,0,Nonexistent,94.465,4.864,Failed,2022-06-29
5286,38.0,Admin.,Single,University.Degree,No,Yes,03:06,1,0,Nonexistent,93.994,4.857,Failed,2022-05-07
38149,35.0,Technician,Married,Professional.Course,No,Yes,03:15,1,0,Nonexistent,92.379,0.753,Failed,2022-09-01
26047,56.0,Entrepreneur,Married,Basic.9Y,No,No,11:20,2,1,Failure,93.2,4.12,Successful,2022-11-22
1131,38.0,Admin.,Married,University.Degree,No,No,00:35,3,0,Nonexistent,93.994,4.856,Failed,2022-05-07
40361,28.0,Student,Single,High.School,No,Yes,07:33,1,1,Failure,94.027,0.9,Failed,2022-08-08
8729,33.0,Blue-Collar,Married,Basic.4Y,No,Yes,01:52,4,0,Nonexistent,94.465,4.864,Failed,2022-06-05
24093,38.0,Admin.,Single,University.Degree,No,No,01:47,1,0,Nonexistent,93.2,4.406,Failed,2022-11-24
6808,25.0,Blue-Collar,Single,High.School,No,No,05:13,2,0,Nonexistent,93.994,4.857,Failed,2022-05-17
29639,46.0,Services,Married,High.School,No,No,01:00,1,0,Nonexistent,93.075,1.405,Failed,2022-04-07
7298,38.0,Admin.,Married,University.Degree,No,No,01:31,7,0,Nonexistent,93.994,4.86,Failed,2022-05-24
6921,58.0,Blue-Collar,Married,Basic.4Y,No,Yes,03:04,1,0,Nonexistent,93.994,4.86,Failed,2022-05-05
17608,38.0,Admin.,Divorced,University.Degree,No,Yes,08:19,3,0,Nonexistent,93.918,4.962,Failed,2022-07-05
14921,34.0,Admin.,Single,University.Degree,No,No,03:32,2,0,Nonexistent,93.918,4.957,Failed,2022-07-08
2863,41.0,Blue-Collar,Married,Basic.9Y,No,No,03:50,1,0,Nonexistent,93.994,4.859,Failed,2022-05-15
33177,27.0,Blue-Collar,Married,Basic.9Y,No,Yes,10:31,1,1,Success,92.893,1.291,Failed,2022-05-18
